County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)","Average Annual Count",Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Fayette County, Alabama(6)",01057,Rural,16.9 ,9.8, 27.7,N/A , N/A , N/A,4,*,*,*,*
"Ionia County, Michigan(6)",26067,Urban,16.9 ,12.9, 21.9,N/A , N/A , N/A,12,stable,1.8 ,-0.9, 5.0
"Saginaw County, Michigan(6)",26145,Urban,16.9 ,14.6, 19.5,N/A , N/A , N/A,42,stable,-0.3 ,-3.1, 2.5
"Murray County, Georgia(7)",13213,Urban,16.9 ,12.1, 23.2,N/A , N/A , N/A,8,*,*,*,*
"Emanuel County, Georgia(7)",13107,Rural,16.9 ,10.3, 26.2,N/A , N/A , N/A,4,*,*,*,*
"Blanco County, Texas(7)",48031,Rural,16.9 ,9.6, 29.3,N/A , N/A , N/A,3,stable,-1.7 ,-6.4, 3.7
"Saluda County, South Carolina(6)",45081,Urban,16.8 ,10.4, 26.2,N/A , N/A , N/A,5,stable,-36.0 ,-66.4, 0.9
"Amite County, Mississippi(6)",28005,Rural,16.8 ,9, 29.5,N/A , N/A , N/A,3,*,*,*,*
"Hempstead County, Arkansas(6)",05057,Rural,16.8 ,10.1, 26.4,N/A , N/A , N/A,4,*,*,*,*
"Chippewa County, Michigan(6)",26033,Rural,16.8 ,11.8, 23.4,N/A , N/A , N/A,8,stable,-0.5 ,-6.5, 5.7
"Sumter County, Georgia(7)",13261,Rural,16.8 ,11.2, 24.4,N/A , N/A , N/A,6,rising,6.2 ,2.4, 11.6
"Portage County, Wisconsin(6)",55097,Rural,16.7 ,12.8, 21.6,N/A , N/A , N/A,13,falling,-3.0 ,-6.3, -0.5
"Robertson County, Texas(7)",48395,Urban,16.7 ,9.7, 27.2,N/A , N/A , N/A,4,*,*,*,*
"Huron County, Michigan(6)",26063,Rural,16.7 ,11.4, 24,N/A , N/A , N/A,8,stable,-0.5 ,-4.1, 2.8
"Crawford County, Ohio(6)",39033,Rural,16.7 ,11.9, 22.9,N/A , N/A , N/A,9,stable,-0.5 ,-4.5, 3.2
"Bowie County, Texas(7)",48037,Urban,16.7 ,13.3, 20.7,N/A , N/A , N/A,18,stable,2.3 ,0.0, 4.9
"Meigs County, Tennessee(6)",47121,Rural,16.7 ,9.4, 28.5,N/A , N/A , N/A,3,*,*,*,*
"Richmond County, North Carolina(6)",37153,Rural,16.7 ,12.2, 22.4,N/A , N/A , N/A,10,stable,3.7 ,-0.1, 8.4
"Cumberland County, North Carolina(6)",37051,Urban,16.7 ,14.7, 18.9,N/A , N/A , N/A,52,stable,-0.3 ,-6.6, 1.3
"Walker County, Georgia(7)",13295,Urban,16.7 ,12.9, 21.3,N/A , N/A , N/A,14,stable,-0.3 ,-2.7, 2.2
"Holmes County, Ohio(6)",39075,Rural,16.7 ,11.6, 23.2,N/A , N/A , N/A,7,falling,-15.0 ,-35.5, -2.7
"Titus County, Texas(7)",48449,Rural,16.7 ,11, 24.3,N/A , N/A , N/A,6,*,*,*,*
"Crawford County, Pennsylvania(6)",42039,Rural,16.7 ,13.4, 20.6,N/A , N/A , N/A,20,stable,0.4 ,-2.7, 3.6
"Richland County, Wisconsin(6)",55103,Rural,16.7 ,10.2, 26.3,N/A , N/A , N/A,5,stable,-1.3 ,-7.3, 5.3
"Llano County, Texas(7)",48299,Rural,16.6 ,10.5, 25.8,N/A , N/A , N/A,8,stable,-0.6 ,-4.2, 2.7
"White County, Illinois(7)",17193,Rural,16.6 ,9.5, 27.8,N/A , N/A , N/A,4,*,*,*,*
"San Patricio County, Texas(7)",48409,Urban,16.6 ,12.6, 21.5,N/A , N/A , N/A,12,stable,21.7 ,-0.9, 41.2
"Lawrence County, Pennsylvania(6)",42073,Urban,16.6 ,13.4, 20.5,N/A , N/A , N/A,21,stable,1.5 ,-1.2, 4.3
"Taylor County, Florida(6)",12123,Rural,16.6 ,10.5, 25.2,N/A , N/A , N/A,5,stable,-1.4 ,-5.3, 2.8
"Polk County, Georgia(7)",13233,Rural,16.5 ,11.7, 22.7,N/A , N/A , N/A,8,stable,0.2 ,-2.9, 3.5
"Hendry County, Florida(6)",12051,Rural,16.5 ,11.4, 23.2,N/A , N/A , N/A,7,stable,1.5 ,-4.1, 7.7
"Marquette County, Wisconsin(6)",55077,Rural,16.5 ,10, 26.7,N/A , N/A , N/A,5,stable,-2.0 ,-6.9, 2.7
"Otero County, New Mexico(7)",35035,Rural,16.5 ,12.7, 21.2,N/A , N/A , N/A,13,falling,-1.8 ,-3.8, -0.5
"Juneau Borough, Alaska(6)",02110,Rural,16.5 ,10.8, 24.1,N/A , N/A , N/A,6,stable,2.4 ,-3.2, 9.2
"Sullivan County, New York(7)",36105,Rural,16.5 ,13, 20.7,N/A , N/A , N/A,17,stable,-2.9 ,-19.8, 1.3
"Walker County, Texas(7)",48471,Rural,16.5 ,12.7, 21.1,N/A , N/A , N/A,13,stable,-1.1 ,-4.4, 2.6
"Orange County, Florida(6)",12095,Urban,16.4 ,15.5, 17.4,N/A , N/A , N/A,234,falling,-2.6 ,-7.9, -0.5
"Dunklin County, Missouri(6)",29069,Rural,16.4 ,10.7, 24.3,N/A , N/A , N/A,6,*,*,*,*
"Pacific County, Washington(6)",53049,Rural,16.4 ,10.7, 24.7,N/A , N/A , N/A,7,*,*,*,*
"Nodaway County, Missouri(6)",29147,Rural,16.4 ,9.9, 25.9,N/A , N/A , N/A,4,stable,-0.4 ,-16.5, 4.7
"Pettis County, Missouri(6)",29159,Rural,16.4 ,11.7, 22.4,N/A , N/A , N/A,8,stable,3.0 ,-2.4, 9.2
"Benton County, Washington(6)",53005,Urban,16.4 ,14.1, 19,N/A , N/A , N/A,38,stable,-0.5 ,-2.4, 1.6
"Campbell County, Wyoming(6)",56005,Rural,16.4 ,11.3, 23,N/A , N/A , N/A,8,stable,0.9 ,-4.7, 7.2
"Uinta County, Wyoming(6)",56041,Rural,16.4 ,9.6, 26.2,N/A , N/A , N/A,4,falling,-20.6 ,-47.1, -1.5
"Elko County, Nevada(6)",32007,Rural,16.4 ,11.7, 22.3,N/A , N/A , N/A,8,stable,0.9 ,-3.4, 6.2
"Clarke County, Georgia(7)",13059,Urban,16.3 ,13.1, 20.2,N/A , N/A , N/A,18,stable,-0.8 ,-4.2, 1.8
"New York County, New York(7)",36061,Urban,16.3 ,15.6, 17.2,N/A , N/A , N/A,335,falling,-2.0 ,-4.3, -0.5
"Union County, Illinois(7)",17181,Rural,16.3 ,9.9, 25.9,N/A , N/A , N/A,4,*,*,*,*
"Stewart County, Tennessee(6)",47161,Urban,16.3 ,9.2, 27.5,N/A , N/A , N/A,3,*,*,*,*
"Hancock County, Ohio(6)",39063,Rural,16.3 ,12.8, 20.6,N/A , N/A , N/A,16,falling,-14.1 ,-42.0, -1.5
"Defiance County, Ohio(6)",39039,Rural,16.3 ,11.6, 22.4,N/A , N/A , N/A,8,stable,-0.3 ,-4.3, 3.7
"Beaver County, Pennsylvania(6)",42007,Urban,16.3 ,13.9, 19,N/A , N/A , N/A,38,stable,-6.6 ,-30.9, 3.3
"Yakima County, Washington(6)",53077,Urban,16.3 ,14.1, 18.7,N/A , N/A , N/A,43,stable,-0.2 ,-1.9, 1.6
"Comal County, Texas(7)",48091,Urban,16.3 ,13.8, 19.2,N/A , N/A , N/A,32,falling,-2.0 ,-3.3, -0.5
"Maury County, Tennessee(6)",47119,Urban,16.2 ,13, 20,N/A , N/A , N/A,19,stable,-0.4 ,-3.1, 2.6
"Dixie County, Florida(6)",12029,Rural,16.2 ,9.7, 26.2,N/A , N/A , N/A,4,*,*,*,*
"Luna County, New Mexico(7)",35029,Rural,16.2 ,10.4, 24.2,N/A , N/A , N/A,6,*,*,*,*
"Hockley County, Texas(7)",48219,Urban,16.2 ,9.8, 25.4,N/A , N/A , N/A,4,*,*,*,*
"Navajo County, Arizona(6)",04017,Rural,16.2 ,13.2, 19.7,N/A , N/A , N/A,22,stable,2.8 ,-1.0, 7.3
"Oktibbeha County, Mississippi(6)",28105,Rural,16.2 ,10.9, 23,N/A , N/A , N/A,7,stable,-2.3 ,-37.6, 5.6
"Grant Parish, Louisiana(7)",22043,Urban,16.2 ,9.8, 25.3,N/A , N/A , N/A,4,stable,1.4 ,-2.5, 5.9
"Stark County, North Dakota(6)",38089,Rural,16.1 ,10.6, 23.6,N/A , N/A , N/A,6,*,*,*,*
"Hickman County, Tennessee(6)",47081,Urban,16.1 ,10.3, 24.3,N/A , N/A , N/A,5,*,*,*,*
"Terrebonne Parish, Louisiana(7)",22109,Urban,16.1 ,13, 19.7,N/A , N/A , N/A,20,rising,3.9 ,1.4, 7.3
"Williamson County, Texas(7)",48491,Urban,16.1 ,14.7, 17.7,N/A , N/A , N/A,95,stable,0.3 ,-2.5, 6.8
"Talladega County, Alabama(6)",01121,Rural,16.1 ,12.8, 20.2,N/A , N/A , N/A,17,stable,0.2 ,-3.3, 3.8
"Bergen County, New Jersey(7)",34003,Urban,16.1 ,15.1, 17.2,N/A , N/A , N/A,198,falling,-1.5 ,-2.2, -0.8
"Wilson County, Texas(7)",48493,Urban,16.1 ,11.7, 21.7,N/A , N/A , N/A,9,stable,-1.5 ,-5.3, 2.5
"Attala County, Mississippi(6)",28007,Rural,16.1 ,9.9, 25.2,N/A , N/A , N/A,4,*,*,*,*
"Adams County, Colorado(6)",08001,Urban,16.1 ,14.5, 17.8,N/A , N/A , N/A,76,stable,-0.1 ,-1.4, 1.4
"Concordia Parish, Louisiana(7)",22029,Rural,16.1 ,9.7, 25.4,N/A , N/A , N/A,4,rising,4.3 ,0.7, 9.1
"Dutchess County, New York(7)",36027,Urban,16.1 ,14.3, 18,N/A , N/A , N/A,64,falling,-5.9 ,-16.6, -0.9
"Union County, Oregon(6)",41061,Rural,16.1 ,10.4, 23.8,N/A , N/A , N/A,6,stable,-0.9 ,-5.8, 4.3
"Jefferson County, Arkansas(6)",05069,Rural,16 ,12.2, 20.6,N/A , N/A , N/A,13,rising,5.0 ,1.1, 9.9
"Iberia Parish, Louisiana(7)",22045,Rural,16 ,12.2, 20.6,N/A , N/A , N/A,13,stable,3.0 ,-0.7, 7.6
"Columbia County, Arkansas(6)",05027,Rural,16 ,9.3, 25.6,N/A , N/A , N/A,4,*,*,*,*
"Van Buren County, Michigan(6)",26159,Rural,16 ,12.4, 20.3,N/A , N/A , N/A,16,stable,-0.9 ,-4.1, 2.4
"Red River County, Texas(7)",48387,Rural,16 ,8.7, 28.1,N/A , N/A , N/A,3,*,*,*,*
"Hoke County, North Carolina(6)",37093,Urban,16 ,11, 22.4,N/A , N/A , N/A,7,stable,2.9 ,-0.6, 7.6
"Jefferson County, Alabama(6)",01073,Urban,15.9 ,14.7, 17.3,N/A , N/A , N/A,120,stable,-0.7 ,-17.0, 3.7
"Pike County, Missouri(6)",29163,Rural,15.9 ,9.1, 26.1,N/A , N/A , N/A,3,stable,1.4 ,-3.2, 6.7
"Vernon County, Missouri(6)",29217,Rural,15.9 ,9.3, 25.6,N/A , N/A , N/A,4,*,*,*,*
"Lauderdale County, Tennessee(6)",47097,Rural,15.9 ,9.9, 24.4,N/A , N/A , N/A,4,stable,2.1 ,-1.5, 6.4
"Boone County, Arkansas(6)",05009,Rural,15.9 ,11, 22.3,N/A , N/A , N/A,8,stable,-0.9 ,-5.5, 4.0
"Cook County, Georgia(7)",13075,Rural,15.9 ,9, 26.2,N/A , N/A , N/A,3,*,*,*,*
"Ingham County, Michigan(6)",26065,Urban,15.9 ,13.9, 18.2,N/A , N/A , N/A,46,stable,-7.8 ,-27.3, 0.3
"Lafayette Parish, Louisiana(7)",22055,Urban,15.9 ,13.7, 18.3,N/A , N/A , N/A,40,stable,1.0 ,-0.5, 2.8
"Marion County, Ohio(6)",39101,Rural,15.9 ,12.2, 20.4,N/A , N/A , N/A,13,falling,-6.0 ,-12.4, -3.3
"Berrien County, Michigan(6)",26021,Urban,15.9 ,13.4, 18.7,N/A , N/A , N/A,32,stable,-1.0 ,-3.6, 1.4
"Assumption Parish, Louisiana(7)",22007,Urban,15.9 ,9.3, 25.3,N/A , N/A , N/A,4,*,*,*,*
"Middlesex County, Massachusetts(7)",25017,Urban,15.9 ,15.1, 16.7,N/A , N/A , N/A,305,falling,-15.6 ,-27.0, -3.6
"Lincoln Parish, Louisiana(7)",22061,Rural,15.9 ,10.9, 22.2,N/A , N/A , N/A,7,stable,0.8 ,-2.2, 4.3
"Cherokee County, Oklahoma(6)",40021,Rural,15.9 ,11.4, 21.5,N/A , N/A , N/A,9,stable,-0.9 ,-5.3, 3.8
"Williams County, Ohio(6)",39171,Rural,15.9 ,11.1, 22.1,N/A , N/A , N/A,8,stable,-0.1 ,-4.9, 4.6
"Taylor County, Wisconsin(6)",55119,Rural,15.8 ,9.5, 25.1,N/A , N/A , N/A,4,*,*,*,*
"Ellis County, Texas(7)",48139,Urban,15.8 ,13.3, 18.6,N/A , N/A , N/A,30,falling,-14.0 ,-25.6, -7.3
"Pittsylvania County, Virginia(6)",51143,Rural,15.8 ,12, 20.5,N/A , N/A , N/A,14,stable,-1.9 ,-4.2, 0.2
"Hunt County, Texas(7)",48231,Urban,15.8 ,12.6, 19.6,N/A , N/A , N/A,18,stable,1.0 ,-1.4, 3.7
"Clay County, Mississippi(6)",28025,Rural,15.8 ,9.6, 24.9,N/A , N/A , N/A,4,*,*,*,*
"Isabella County, Michigan(6)",26073,Rural,15.8 ,11.5, 21.2,N/A , N/A , N/A,10,stable,5.1 ,-2.1, 23.2
"Valencia County, New Mexico(7)",35061,Urban,15.8 ,12.3, 19.9,N/A , N/A , N/A,15,stable,-0.1 ,-8.6, 1.7
"Dona Ana County, New Mexico(7)",35013,Urban,15.8 ,13.6, 18.2,N/A , N/A , N/A,40,rising,1.2 ,0.3, 2.3
"Cumberland County, New Jersey(7)",34011,Urban,15.7 ,13.2, 18.6,N/A , N/A , N/A,28,stable,1.0 ,-1.3, 3.6
"Comanche County, Texas(7)",48093,Rural,15.7 ,8.9, 26.5,N/A , N/A , N/A,3,*,*,*,*
"Halifax County with South Boston City, Virginia(6)",51083,Rural,15.7 ,10.6, 22.5,N/A , N/A , N/A,8,stable,0.8 ,-3.5, 5.8
"Delta County, Michigan(6)",26041,Rural,15.7 ,10.7, 22.3,N/A , N/A , N/A,8,stable,-17.8 ,-46.3, 2.3
"Sierra County, New Mexico(7)",35051,Rural,15.7 ,8.1, 29,N/A , N/A , N/A,3,*,*,*,*
"Cass County, Michigan(6)",26027,Urban,15.6 ,11.6, 20.8,N/A , N/A , N/A,11,stable,-0.1 ,-3.3, 3.3
"Alcorn County, Mississippi(6)",28003,Rural,15.6 ,10.5, 22.5,N/A , N/A , N/A,6,stable,-2.6 ,-7.4, 1.9
"Delaware County, Oklahoma(6)",40041,Rural,15.6 ,11.3, 21.2,N/A , N/A , N/A,10,stable,-0.4 ,-3.5, 3.1
"Barbour County, West Virginia(6)",54001,Rural,15.6 ,8.6, 26.4,N/A , N/A , N/A,3,*,*,*,*
"Platte County, Missouri(6)",29165,Urban,15.6 ,12.5, 19.2,N/A , N/A , N/A,19,stable,-7.8 ,-17.8, 0.8
"Taney County, Missouri(6)",29213,Rural,15.6 ,11.5, 20.6,N/A , N/A , N/A,11,stable,0.1 ,-3.2, 3.6
"Chester County, South Carolina(6)",45023,Urban,15.6 ,10.4, 22.5,N/A , N/A , N/A,7,stable,2.8 ,-2.2, 8.8
"Lampasas County, Texas(7)",48281,Urban,15.5 ,9.6, 24.1,N/A , N/A , N/A,5,stable,0.0 ,-3.9, 4.5
"Lamar County, Texas(7)",48277,Rural,15.5 ,11.3, 20.9,N/A , N/A , N/A,10,stable,0.9 ,-1.9, 3.9
"Bibb County, Alabama(6)",01007,Urban,15.5 ,9.5, 24.2,N/A , N/A , N/A,4,*,*,*,*
"Hampshire County, Massachusetts(7)",25015,Urban,15.5 ,13, 18.4,N/A , N/A , N/A,30,stable,-1.2 ,-2.8, 0.4
"Tioga County, Pennsylvania(6)",42117,Rural,15.5 ,11.1, 21.2,N/A , N/A , N/A,10,falling,-14.9 ,-40.1, -2.2
"Cook County, Illinois(7)",17031,Urban,15.5 ,15.1, 16,N/A , N/A , N/A,920,rising,2.7 ,2.1, 3.3
"Webster County, Missouri(6)",29225,Urban,15.5 ,10.6, 22,N/A , N/A , N/A,7,falling,-5.3 ,-14.9, -0.9
"Lee County, Alabama(6)",01081,Urban,15.5 ,12.8, 18.5,N/A , N/A , N/A,26,stable,1.2 ,-1.9, 5.0
"Ray County, Missouri(6)",29177,Urban,15.4 ,9.5, 23.8,N/A , N/A , N/A,5,stable,2.1 ,-3.1, 8.1
"Tyler County, Texas(7)",48457,Rural,15.4 ,9.9, 23.6,N/A , N/A , N/A,5,stable,1.0 ,-2.5, 5.0
"Warren County, Virginia(6)",51187,Urban,15.4 ,10.6, 21.6,N/A , N/A , N/A,7,stable,-1.9 ,-6.6, 2.8
"Shiawassee County, Michigan(6)",26155,Rural,15.4 ,11.7, 19.9,N/A , N/A , N/A,13,falling,-4.5 ,-11.7, -1.5
"Kanabec County, Minnesota(6)",27065,Rural,15.4 ,8.8, 25.4,N/A , N/A , N/A,4,*,*,*,*
"Jackson County, Missouri(6)",29095,Urban,15.4 ,14.1, 16.7,N/A , N/A , N/A,121,stable,-0.2 ,-2.2, 1.1
"Midland County, Texas(7)",48329,Urban,15.4 ,12.6, 18.6,N/A , N/A , N/A,22,stable,14.2 ,-2.6, 27.0
"Charles County, Maryland(6)",24017,Urban,15.3 ,12.9, 18.2,N/A , N/A , N/A,29,stable,0.7 ,-2.8, 4.9
"Caroline County, Virginia(6)",51033,Rural,15.3 ,10.1, 22.5,N/A , N/A , N/A,6,*,*,*,*
"Clay County, Arkansas(6)",05021,Rural,15.3 ,9, 25.2,N/A , N/A , N/A,4,stable,3.8 ,-2.1, 11.1
"Franklin County, Massachusetts(7)",25011,Rural,15.3 ,12, 19.4,N/A , N/A , N/A,17,stable,0.3 ,-2.2, 3.1
"Walla Walla County, Washington(6)",53071,Urban,15.3 ,11.5, 20.1,N/A , N/A , N/A,12,falling,-6.4 ,-13.6, -3.0
"Lassen County, California(7)",06035,Rural,15.3 ,10.1, 22.4,N/A , N/A , N/A,6,stable,1.9 ,-0.9, 5.1
"Martin County, North Carolina(6)",37117,Rural,15.3 ,9.4, 23.9,N/A , N/A , N/A,5,stable,-3.2 ,-8.3, 1.8
"DeWitt County, Texas(7)",48123,Rural,15.3 ,9.4, 23.9,N/A , N/A , N/A,4,stable,-1.5 ,-13.7, 3.1
"Santa Cruz County, Arizona(6)",04023,Rural,15.3 ,11.2, 20.5,N/A , N/A , N/A,10,stable,2.1 ,-1.0, 6.5
"Eddy County, New Mexico(7)",35015,Rural,15.3 ,11.2, 20.3,N/A , N/A , N/A,10,stable,-1.2 ,-3.1, 0.8
"Caddo County, Oklahoma(6)",40015,Rural,15.2 ,9.7, 22.9,N/A , N/A , N/A,5,stable,1.5 ,-4.4, 7.8
"Acadia Parish, Louisiana(7)",22001,Urban,15.2 ,11.3, 20.1,N/A , N/A , N/A,11,stable,2.6 ,-13.8, 7.2
"Hopkins County, Texas(7)",48223,Rural,15.2 ,10.2, 21.8,N/A , N/A , N/A,6,stable,0.3 ,-3.4, 4.3
"Clark County, Nevada(6)",32003,Urban,15.2 ,14.5, 15.9,N/A , N/A , N/A,379,stable,0.2 ,-2.7, 6.5
"Pontotoc County, Oklahoma(6)",40123,Rural,15.2 ,10.4, 21.4,N/A , N/A , N/A,7,falling,-23.4 ,-44.2, -0.6
"Pulaski County, Virginia(6)",51155,Urban,15.2 ,10.4, 21.6,N/A , N/A , N/A,8,falling,-8.5 ,-32.5, -4.2
"De Soto Parish, Louisiana(7)",22031,Urban,15.2 ,9.7, 22.7,N/A , N/A , N/A,5,stable,1.1 ,-3.1, 6.0
"Upshur County, Texas(7)",48459,Urban,15.1 ,10.9, 20.7,N/A , N/A , N/A,9,stable,1.9 ,-0.9, 5.3
"Van Zandt County, Texas(7)",48467,Rural,15.1 ,11.4, 19.7,N/A , N/A , N/A,12,stable,1.6 ,-1.5, 5.4
"Stafford County, Virginia(6)",51179,Urban,15.1 ,12.4, 18.3,N/A , N/A , N/A,22,stable,-0.9 ,-2.4, 0.9
"Macon County, Tennessee(6)",47111,Urban,15.1 ,8.9, 23.9,N/A , N/A , N/A,4,stable,0.6 ,-2.4, 4.0
"Henderson County, Tennessee(6)",47077,Rural,15.1 ,9.6, 22.7,N/A , N/A , N/A,5,stable,2.5 ,-2.6, 8.4
"Franklin County, Alabama(6)",01059,Rural,15.1 ,9.9, 22.1,N/A , N/A , N/A,6,stable,-20.6 ,-49.6, 0.9
"Mitchell County, Georgia(7)",13205,Rural,15.1 ,9.1, 23.7,N/A , N/A , N/A,4,*,*,*,*
"Chattooga County, Georgia(7)",13055,Rural,15 ,9.4, 23,N/A , N/A , N/A,5,stable,1.5 ,-3.5, 7.0
"Jefferson County, Pennsylvania(6)",42065,Rural,15 ,10.8, 20.5,N/A , N/A , N/A,9,falling,-4.0 ,-16.6, -0.9
"Marquette County, Michigan(6)",26103,Rural,15 ,11.3, 19.6,N/A , N/A , N/A,13,stable,3.3 ,-1.5, 9.2
"Chaves County, New Mexico(7)",35005,Rural,15 ,11.3, 19.6,N/A , N/A , N/A,11,rising,22.5 ,0.2, 37.9
"Cass County, Texas(7)",48067,Rural,15 ,9.8, 22.1,N/A , N/A , N/A,6,rising,4.3 ,0.6, 9.4
"Gadsden County, Florida(6)",12039,Urban,15 ,10.7, 20.5,N/A , N/A , N/A,9,stable,0.5 ,-5.0, 6.6
"Navarro County, Texas(7)",48349,Rural,14.9 ,10.8, 20.1,N/A , N/A , N/A,9,stable,2.5 ,-1.2, 7.2
"Clay County, Kentucky(7)",21051,Rural,14.9 ,8.8, 23.9,N/A , N/A , N/A,4,stable,2.4 ,-0.8, 6.4
"Montgomery County, Alabama(6)",01101,Urban,14.9 ,12.8, 17.2,N/A , N/A , N/A,38,falling,-21.6 ,-35.9, -3.6
"Muskegon County, Michigan(6)",26121,Urban,14.9 ,12.5, 17.6,N/A , N/A , N/A,31,falling,-16.5 ,-28.3, -1.6
"Lane County, Oregon(6)",41039,Urban,14.9 ,13.4, 16.6,N/A , N/A , N/A,76,stable,-2.2 ,-4.6, 0.2
"Union County, New Jersey(7)",34039,Urban,14.9 ,13.6, 16.3,N/A , N/A , N/A,98,stable,0.2 ,-0.9, 1.3
"LaFourche Parish, Louisiana(7)",22057,Urban,14.9 ,11.7, 18.6,N/A , N/A , N/A,16,rising,4.9 ,2.2, 8.9
"Rutherford County, Tennessee(6)",47149,Urban,14.9 ,13, 16.9,N/A , N/A , N/A,47,stable,0.5 ,-2.4, 4.0
"Patrick County, Virginia(6)",51141,Rural,14.9 ,9.2, 23.7,N/A , N/A , N/A,5,*,*,*,*
"Providence County, Rhode Island(6)",44007,Urban,14.9 ,13.6, 16.2,N/A , N/A , N/A,114,stable,-1.0 ,-2.2, 0.1
"Perquimans County, North Carolina(6)",37143,Rural,14.8 ,9, 24.7,N/A , N/A , N/A,4,stable,-3.8 ,-9.5, 2.3
"Guadalupe County, Texas(7)",48187,Urban,14.8 ,12.4, 17.5,N/A , N/A , N/A,28,stable,-1.9 ,-3.8, 0.3
"Larimer County, Colorado(6)",08069,Urban,14.8 ,13.1, 16.6,N/A , N/A , N/A,60,falling,-2.3 ,-4.0, -0.5
"Marion County, Arkansas(6)",05089,Rural,14.8 ,8.7, 24.5,N/A , N/A , N/A,4,stable,-0.2 ,-7.5, 7.9
"Tom Green County, Texas(7)",48451,Urban,14.8 ,11.9, 18.1,N/A , N/A , N/A,20,falling,-4.5 ,-14.0, -1.5
"Jefferson Parish, Louisiana(7)",22051,Urban,14.8 ,13.3, 16.4,N/A , N/A , N/A,80,stable,0.1 ,-5.4, 2.0
"Rockdale County, Georgia(7)",13247,Urban,14.8 ,11.5, 18.6,N/A , N/A , N/A,15,stable,-1.7 ,-3.7, 0.5
"Clearfield County, Pennsylvania(6)",42033,Rural,14.7 ,11.6, 18.5,N/A , N/A , N/A,17,falling,-3.8 ,-21.9, -0.8
"Wharton County, Texas(7)",48481,Rural,14.7 ,10.3, 20.5,N/A , N/A , N/A,8,stable,1.7 ,-0.7, 4.3
"McDonald County, Missouri(6)",29119,Rural,14.7 ,9, 23,N/A , N/A , N/A,4,*,*,*,*
"Fauquier County, Virginia(6)",51061,Urban,14.7 ,11.3, 18.9,N/A , N/A , N/A,14,stable,-3.0 ,-7.5, 1.2
"Brazoria County, Texas(7)",48039,Urban,14.7 ,13, 16.6,N/A , N/A , N/A,54,stable,-1.0 ,-2.5, 0.5
"Avoyelles Parish, Louisiana(7)",22009,Rural,14.7 ,10.2, 20.5,N/A , N/A , N/A,7,stable,2.5 ,-0.2, 6.0
"Adair County, Oklahoma(6)",40001,Rural,14.7 ,8.2, 24.2,N/A , N/A , N/A,3,*,*,*,*
"Pitt County, North Carolina(6)",37147,Urban,14.7 ,12.2, 17.5,N/A , N/A , N/A,26,stable,0.1 ,-1.8, 2.3
"Osceola County, Florida(6)",12097,Urban,14.7 ,13, 16.5,N/A , N/A , N/A,58,stable,-0.7 ,-2.1, 0.9
"Wayne County, Mississippi(6)",28153,Rural,14.6 ,8.1, 24.4,N/A , N/A , N/A,3,stable,-1.1 ,-8.1, 5.8
"Baker County, Oregon(6)",41001,Rural,14.6 ,8.2, 24.7,N/A , N/A , N/A,4,stable,-1.0 ,-7.2, 5.4
"Buchanan County, Missouri(6)",29021,Urban,14.6 ,11.3, 18.6,N/A , N/A , N/A,14,stable,1.4 ,-2.4, 5.6
"Butler County, Missouri(6)",29023,Rural,14.6 ,10.2, 20.3,N/A , N/A , N/A,8,rising,4.9 ,2.3, 7.9
"Middlesex County, New Jersey(7)",34023,Urban,14.6 ,13.5, 15.7,N/A , N/A , N/A,148,falling,-3.9 ,-14.9, -0.2
"Fulton County, Pennsylvania(6)",42057,Rural,14.6 ,8.4, 24.5,N/A , N/A , N/A,3,falling,-18.1 ,-49.0, -6.0
"St. Martin Parish, Louisiana(7)",22099,Urban,14.5 ,10.5, 19.7,N/A , N/A , N/A,9,rising,5.2 ,1.8, 10.4
"New London County, Connecticut(7)",09011,Urban,14.5 ,12.7, 16.5,N/A , N/A , N/A,52,falling,-4.1 ,-7.2, -2.6
"Henderson County, Texas(7)",48213,Rural,14.5 ,11.3, 18.3,N/A , N/A , N/A,17,stable,1.2 ,-1.6, 4.2
"Medina County, Texas(7)",48325,Urban,14.5 ,10.4, 19.7,N/A , N/A , N/A,9,stable,-0.7 ,-3.1, 2.1
"Milwaukee County, Wisconsin(6)",55079,Urban,14.5 ,13.4, 15.6,N/A , N/A , N/A,144,rising,1.4 ,0.5, 2.3
"Ouachita County, Arkansas(6)",05103,Rural,14.5 ,8.6, 23,N/A , N/A , N/A,4,*,*,*,*
"Fort Bend County, Texas(7)",48157,Urban,14.4 ,13.2, 15.7,N/A , N/A , N/A,114,rising,11.3 ,1.0, 18.4
"Morgan County, Colorado(6)",08087,Rural,14.4 ,9.4, 21.5,N/A , N/A , N/A,5,stable,0.4 ,-3.6, 4.9
"Indiana County, Pennsylvania(6)",42063,Rural,14.4 ,11.1, 18.4,N/A , N/A , N/A,15,stable,-8.2 ,-24.6, 1.1
"Washington County, Virginia(6)",51191,Urban,14.4 ,10.6, 19.2,N/A , N/A , N/A,11,stable,-2.4 ,-6.0, 1.0
